fecha_pedido,semana,pedido_id,cliente_id,sucursal,asesor,sector_industrial,familia,abc_cliente,usd,kg,posiciones
2026-05-12,2026-05-11,PED00133,CLI021,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,1465.25,1121.7,1
2026-05-12,2026-05-11,PED00133,CLI021,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,A,640.45,788.5,4
2026-05-12,2026-05-11,PED00134,CLI012,SUCURSAL NORTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,1587.34,1246.2,5
2026-05-14,2026-05-11,PED00135,CLI021,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,A,2046.81,2234.1,5
2026-05-14,2026-05-11,PED00135,CLI021,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA ALFA,A,2530.69,2803.4,1
2026-05-14,2026-05-11,PED00136,CLI009,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA DELTA,B,2081.53,2243.4,3
2026-05-15,2026-05-11,PED00137,CLI012,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,B,812.77,728.9,1
2026-05-11,2026-05-11,PED00138,CLI011,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,606.76,709.4,2
2026-05-15,2026-05-11,PED00139,CLI023,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,A,1927.35,2088.4,3
2026-05-12,2026-05-11,PED00140,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,B,705.87,889.1,5
2026-05-12,2026-05-11,PED00140,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,B,1807.12,1326.4,3
2026-05-14,2026-05-11,PED00141,CLI020,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,A,1459.67,1218.3,4
2026-05-14,2026-05-11,PED00141,CLI020,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA DELTA,A,2255.52,2292.2,2
2026-05-12,2026-05-11,PED00142,CLI036,SUCURSAL SUR,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,A,1579.58,1244.3,4
2026-05-14,2026-05-11,PED00143,CLI015,SUCURSAL SUR,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,1272.48,1177.9,3
2026-05-13,2026-05-11,PED00144,CLI036,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA GAMMA,A,2134.69,2115.4,5
2026-05-12,2026-05-11,PED00145,CLI016,SUCURSAL SUR,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,C,1662.39,1726.8,3
2026-05-12,2026-05-11,PED00145,CLI016,SUCURSAL SUR,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA ALFA,C,1885.35,1478.6,3
2026-05-12,2026-05-11,PED00146,CLI036,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA GAMMA,A,2399.54,2512.5,2
2026-05-12,2026-05-11,PED00146,CLI036,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA BETA,A,1226.59,1191.2,2
2026-05-15,2026-05-11,PED00147,CLI015,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA ALFA,C,1964.99,2022.2,3
2026-05-15,2026-05-11,PED00147,CLI015,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,C,2021.58,2255.4,5
2026-05-15,2026-05-11,PED00148,CLI014,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,1781.08,1395.7,4
2026-05-14,2026-05-11,PED00149,CLI017,SUCURSAL SUR,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,B,1425.19,1735.5,1
2026-05-13,2026-05-11,PED00150,CLI019,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,B,2225.31,2840.3,1
2026-05-13,2026-05-11,PED00150,CLI019,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,B,1223.71,1121.2,1
2026-05-11,2026-05-11,PED00151,CLI037,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,C,1292.56,1016.9,2
2026-05-11,2026-05-11,PED00152,CLI037,SUCURSAL ESTE,ASESOR TRES,SECTOR AGRO,FAMILIA GAMMA,C,1765.83,1792.9,2
2026-05-11,2026-05-11,PED00152,CLI037,SUCURSAL ESTE,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,C,2127.92,1926.1,3
2026-05-13,2026-05-11,PED00153,CLI037,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,C,1173.76,1013.0,5
2026-05-13,2026-05-11,PED00153,CLI037,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,C,2184.43,1795.9,4
2026-05-12,2026-05-11,PED00154,CLI017,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA ALFA,A,800.74,579.8,5
2026-05-13,2026-05-11,PED00155,CLI038,SUCURSAL ESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,C,629.83,789.1,5
2026-05-15,2026-05-11,PED00156,CLI038,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA ALFA,C,636.32,700.1,4
2026-05-11,2026-05-11,PED00157,CLI016,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA ALFA,A,838.09,916.4,3
2026-05-12,2026-05-11,PED00158,CLI011,SUCURSAL OESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA GAMMA,C,1806.23,1878.1,5
2026-05-11,2026-05-11,PED00159,CLI009,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA DELTA,C,1293.94,1219.9,1
2026-05-11,2026-05-11,PED00159,CLI009,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,C,1800.63,1678.7,5
2026-05-15,2026-05-11,PED00160,CLI004,SUCURSAL OESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,1061.89,840.0,1
2026-05-11,2026-05-11,PED00161,CLI011,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,A,1277.38,907.8,5
2026-05-11,2026-05-11,PED00162,CLI010,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,1602.89,1203.1,5
2026-05-11,2026-05-11,PED00163,CLI003,SUCURSAL OESTE,ASESOR TRES,SECTOR AGRO,FAMILIA ALFA,B,1208.84,1318.1,5
2026-05-11,2026-05-11,PED00163,CLI003,SUCURSAL OESTE,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,B,998.25,885.1,5
2026-05-22,2026-05-18,PED00164,CLI022,SUCURSAL NORTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA DELTA,A,1662.12,2127.2,1
2026-05-22,2026-05-18,PED00164,CLI022,SUCURSAL NORTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA GAMMA,A,1522.89,1655.3,4
2026-05-20,2026-05-18,PED00165,CLI014,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,C,1469.17,1576.6,5
2026-05-20,2026-05-18,PED00165,CLI014,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,654.84,696.4,1
2026-05-19,2026-05-18,PED00166,CLI014,SUCURSAL NORTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,1996.09,2470.5,4
2026-05-20,2026-05-18,PED00167,CLI022,SUCURSAL NORTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,A,2030.38,1592.6,5
2026-05-20,2026-05-18,PED00168,CLI014,SUCURSAL NORTE,ASESOR UNO,SECTOR AGRO,FAMILIA DELTA,C,2146.16,1760.4,2
2026-05-21,2026-05-18,PED00169,CLI023,SUCURSAL NORTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA GAMMA,A,1772.83,2083.1,4
2026-05-21,2026-05-18,PED00169,CLI023,SUCURSAL NORTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA DELTA,A,1949.12,1991.4,3
2026-05-22,2026-05-18,PED00170,CLI011,SUCURSAL NORTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,B,614.71,501.2,2
2026-05-21,2026-05-18,PED00171,CLI011,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,B,574.12,745.4,3
2026-05-21,2026-05-18,PED00171,CLI011,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA ALFA,B,2543.05,2347.2,4
2026-05-20,2026-05-18,PED00172,CLI009,SUCURSAL NORTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA ALFA,B,1857.87,1528.6,5
2026-05-21,2026-05-18,PED00173,CLI018,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA DELTA,B,2206.05,2628.1,2
2026-05-21,2026-05-18,PED00174,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,B,1377.97,1270.2,4
2026-05-18,2026-05-18,PED00175,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,C,1570.23,1318.9,1
2026-05-18,2026-05-18,PED00175,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,C,1659.14,1828.1,4
2026-05-19,2026-05-18,PED00176,CLI016,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,1144.08,976.5,3
2026-05-19,2026-05-18,PED00176,CLI016,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA ALFA,C,1394.54,1438.8,1
2026-05-18,2026-05-18,PED00177,CLI017,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,C,2534.55,3202.7,3
2026-05-21,2026-05-18,PED00178,CLI016,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA GAMMA,B,2198.84,2033.9,4
2026-05-18,2026-05-18,PED00179,CLI017,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,B,1570.71,1247.4,2
2026-05-21,2026-05-18,PED00180,CLI015,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,2095.34,2035.4,3
2026-05-21,2026-05-18,PED00180,CLI015,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA ALFA,C,1572.84,1321.7,1
2026-05-18,2026-05-18,PED00181,CLI037,SUCURSAL SUR,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,A,2035.55,1601.6,2
2026-05-20,2026-05-18,PED00182,CLI036,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,B,1665.91,1333.9,4
2026-05-18,2026-05-18,PED00183,CLI039,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA ALFA,B,756.68,887.2,2
2026-05-20,2026-05-18,PED00184,CLI035,SUCURSAL ESTE,ASESOR TRES,SECTOR AGRO,FAMILIA GAMMA,C,2134.39,2772.3,2
2026-05-20,2026-05-18,PED00184,CLI035,SUCURSAL ESTE,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,C,1954.09,1707.2,2
2026-05-18,2026-05-18,PED00185,CLI036,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA GAMMA,C,1791.7,1730.4,5
2026-05-21,2026-05-18,PED00186,CLI036,SUCURSAL ESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,B,1991.83,1609.6,2
2026-05-18,2026-05-18,PED00187,CLI015,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1019.79,797.7,2
2026-05-18,2026-05-18,PED00187,CLI015,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,A,2406.26,1976.4,1
2026-05-22,2026-05-18,PED00188,CLI036,SUCURSAL ESTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA GAMMA,B,2027.99,2471.5,4
2026-05-22,2026-05-18,PED00188,CLI036,SUCURSAL ESTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA BETA,B,1947.35,1841.6,4
2026-05-22,2026-05-18,PED00189,CLI037,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA GAMMA,B,1543.87,1424.5,5
2026-05-22,2026-05-18,PED00189,CLI037,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA ALFA,B,821.98,751.0,4
2026-05-20,2026-05-18,PED00190,CLI016,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1289.82,950.2,1
2026-05-20,2026-05-18,PED00190,CLI016,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,2108.01,2101.4,5
2026-05-18,2026-05-18,PED00191,CLI012,SUCURSAL OESTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA BETA,A,1272.98,1129.3,5
2026-05-20,2026-05-18,PED00192,CLI012,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1211.0,1358.2,1
2026-05-20,2026-05-18,PED00193,CLI009,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA DELTA,C,1241.23,1436.0,1
2026-05-22,2026-05-18,PED00194,CLI002,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,B,1260.85,1316.0,4
2026-05-21,2026-05-18,PED00195,CLI012,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA ALFA,C,1437.38,1818.0,3
2026-05-29,2026-05-25,PED00196,CLI014,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,C,1835.01,1343.5,5
2026-05-29,2026-05-25,PED00196,CLI014,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,C,602.77,667.9,3
2026-05-27,2026-05-25,PED00197,CLI011,SUCURSAL NORTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,581.05,557.7,5
2026-05-28,2026-05-25,PED00198,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,1570.28,2022.7,1
2026-05-28,2026-05-25,PED00198,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,1310.95,1422.3,3
2026-05-29,2026-05-25,PED00199,CLI009,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA ALFA,B,2236.01,2147.1,1
2026-05-25,2026-05-25,PED00200,CLI010,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,1343.24,1416.0,2
2026-05-28,2026-05-25,PED00201,CLI011,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,1445.65,1088.2,5
2026-05-28,2026-05-25,PED00202,CLI012,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,C,1585.79,1631.5,5
2026-05-26,2026-05-25,PED00203,CLI011,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,705.5,656.0,5
2026-05-26,2026-05-25,PED00204,CLI012,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,C,1605.46,1398.2,2
2026-05-29,2026-05-25,PED00205,CLI012,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,C,1572.33,1159.1,4
2026-05-26,2026-05-25,PED00206,CLI015,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA GAMMA,C,1969.1,1617.6,5
2026-05-27,2026-05-25,PED00207,CLI039,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA BETA,A,1611.11,1132.0,5
2026-05-27,2026-05-25,PED00207,CLI039,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA DELTA,A,2061.43,2058.8,5
2026-05-29,2026-05-25,PED00208,CLI016,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA DELTA,C,2273.36,2536.1,3
2026-05-29,2026-05-25,PED00209,CLI019,SUCURSAL SUR,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,B,2111.15,1486.4,4
2026-05-26,2026-05-25,PED00210,CLI018,SUCURSAL SUR,ASESOR DOS,SECTOR AGRO,FAMILIA DELTA,B,2058.04,1549.2,3
2026-05-26,2026-05-25,PED00211,CLI016,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,C,1386.53,1440.5,4
2026-05-26,2026-05-25,PED00211,CLI016,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA DELTA,C,1833.42,1873.5,3
2026-05-28,2026-05-25,PED00212,CLI017,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA ALFA,C,1757.14,1600.2,1
2026-05-28,2026-05-25,PED00213,CLI016,SUCURSAL SUR,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,2111.41,2654.1,2
2026-05-29,2026-05-25,PED00214,CLI019,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,B,2327.73,2768.9,2
2026-05-29,2026-05-25,PED00214,CLI019,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA DELTA,B,1883.56,1732.9,1
2026-05-27,2026-05-25,PED00215,CLI017,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1010.92,883.5,5
2026-05-27,2026-05-25,PED00215,CLI017,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,1575.48,1947.1,4
2026-05-27,2026-05-25,PED00216,CLI035,SUCURSAL ESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA ALFA,C,774.14,546.9,1
2026-05-27,2026-05-25,PED00217,CLI035,SUCURSAL ESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,C,743.79,818.8,2
2026-05-29,2026-05-25,PED00218,CLI037,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,2398.37,2270.4,1
2026-05-25,2026-05-25,PED00219,CLI036,SUCURSAL ESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,B,2746.2,2730.4,4
2026-05-25,2026-05-25,PED00220,CLI035,SUCURSAL ESTE,ASESOR TRES,SECTOR AGRO,FAMILIA GAMMA,C,1529.91,1289.6,3
2026-05-29,2026-05-25,PED00221,CLI036,SUCURSAL ESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,B,2282.27,2125.7,1
2026-05-28,2026-05-25,PED00222,CLI035,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,2095.48,1522.1,5
2026-05-27,2026-05-25,PED00223,CLI018,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,A,2112.28,2106.6,1
2026-05-28,2026-05-25,PED00224,CLI010,SUCURSAL OESTE,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,C,970.76,1185.2,1
2026-05-25,2026-05-25,PED00225,CLI002,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,2290.01,1760.9,5
2026-05-25,2026-05-25,PED00225,CLI002,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,B,1686.14,1520.1,1
2026-05-29,2026-05-25,PED00226,CLI011,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,1448.63,1313.5,4
2026-05-26,2026-05-25,PED00227,CLI011,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,1228.79,1059.0,2
2026-05-26,2026-05-25,PED00228,CLI002,SUCURSAL OESTE,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,B,1598.63,1480.6,5
2026-05-26,2026-05-25,PED00229,CLI010,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,1760.38,1861.7,4
2026-05-26,2026-05-25,PED00229,CLI010,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,C,2313.28,2130.1,2
2026-06-05,2026-06-01,PED00230,CLI009,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA GAMMA,B,1763.04,2043.2,1
2026-06-01,2026-06-01,PED00231,CLI013,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA ALFA,C,2390.71,2786.8,2
2026-06-01,2026-06-01,PED00232,CLI011,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,C,1807.66,2088.0,2
2026-06-03,2026-06-01,PED00233,CLI010,SUCURSAL NORTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,B,1751.03,1649.5,4
2026-06-03,2026-06-01,PED00234,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA GAMMA,C,1726.75,1896.3,3
2026-06-02,2026-06-01,PED00235,CLI014,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA DELTA,C,2229.52,1691.4,3
2026-06-02,2026-06-01,PED00235,CLI014,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,C,593.96,741.0,2
2026-06-05,2026-06-01,PED00236,CLI020,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA BETA,A,774.15,614.5,1
2026-06-05,2026-06-01,PED00237,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,C,1933.94,2427.9,5
2026-06-05,2026-06-01,PED00237,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA GAMMA,C,1513.72,1060.5,3
2026-06-02,2026-06-01,PED00238,CLI011,SUCURSAL NORTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA ALFA,C,2476.56,2045.8,3
2026-06-05,2026-06-01,PED00239,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,1346.75,1707.4,4
2026-06-05,2026-06-01,PED00239,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,1873.93,1694.4,5
2026-06-05,2026-06-01,PED00240,CLI014,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA BETA,C,681.88,686.7,2
2026-06-02,2026-06-01,PED00241,CLI016,SUCURSAL SUR,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,C,1427.65,1213.2,1
2026-06-02,2026-06-01,PED00242,CLI016,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,B,1199.03,1347.9,4
2026-06-02,2026-06-01,PED00243,CLI019,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA GAMMA,B,2115.42,2603.7,2
2026-06-02,2026-06-01,PED00243,CLI019,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,B,2062.8,1742.0,1
2026-06-02,2026-06-01,PED00244,CLI015,SUCURSAL SUR,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,C,2263.64,2136.1,2
2026-06-04,2026-06-01,PED00245,CLI018,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA ALFA,B,1961.04,1730.3,1
2026-06-02,2026-06-01,PED00246,CLI016,SUCURSAL SUR,ASESOR TRES,SECTOR AGRO,FAMILIA DELTA,B,2048.15,1789.5,5
2026-06-01,2026-06-01,PED00247,CLI039,SUCURSAL SUR,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,2358.56,1805.0,4
2026-06-01,2026-06-01,PED00247,CLI039,SUCURSAL SUR,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA DELTA,A,2357.11,2340.6,5
2026-06-03,2026-06-01,PED00248,CLI016,SUCURSAL SUR,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,2440.83,1823.0,1
2026-06-03,2026-06-01,PED00249,CLI016,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,1179.74,1334.7,3
2026-06-03,2026-06-01,PED00250,CLI017,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,A,2376.64,2190.2,3
2026-06-01,2026-06-01,PED00251,CLI018,SUCURSAL ESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1171.78,931.0,3
2026-06-01,2026-06-01,PED00251,CLI018,SUCURSAL ESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,A,2424.61,2608.6,2
2026-06-04,2026-06-01,PED00252,CLI018,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA ALFA,A,819.85,809.7,2
2026-06-02,2026-06-01,PED00253,CLI018,SUCURSAL ESTE,ASESOR TRES,SECTOR AGRO,FAMILIA ALFA,A,723.21,689.0,3
2026-06-02,2026-06-01,PED00254,CLI016,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA ALFA,A,702.65,729.4,3
2026-06-05,2026-06-01,PED00255,CLI038,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,B,2770.92,3538.7,5
2026-06-05,2026-06-01,PED00256,CLI037,SUCURSAL ESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA DELTA,C,1384.28,1368.3,2
2026-06-02,2026-06-01,PED00257,CLI036,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA DELTA,B,1261.71,994.4,5
2026-06-03,2026-06-01,PED00258,CLI038,SUCURSAL ESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA DELTA,C,1123.41,863.4,2
2026-06-03,2026-06-01,PED00259,CLI036,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA BETA,C,2357.67,2006.2,4
2026-06-05,2026-06-01,PED00260,CLI036,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA ALFA,B,770.62,909.5,2
2026-06-05,2026-06-01,PED00260,CLI036,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA BETA,B,2667.62,2748.5,1
2026-06-05,2026-06-01,PED00261,CLI012,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,1505.01,1753.3,2
2026-06-01,2026-06-01,PED00262,CLI012,SUCURSAL OESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,A,1621.16,2064.3,4
